 -1.8792338E-05  1.4159607E-06 -7.0702349E-06
 -1.9365973E-05  1.5743076E-06 -7.5243456E-06
 -1.9956366E-05  1.7373465E-06 -8.0079853E-06
 -2.0563799E-05  1.9049530E-06 -8.5230722E-06
 -2.1187119E-05  2.0763814E-06 -9.0709900E-06
 -2.1826410E-05  2.2513198E-06 -9.6538924E-06
 -2.2480157E-05  2.4288324E-06 -1.0273143E-05
 -2.3147661E-05  2.6082312E-06 -1.0930696E-05
 -2.3827979E-05  2.7886776E-06 -1.1628510E-05
 -2.4518695E-05  2.9687790E-06 -1.2367709E-05
 -2.5217998E-05  3.1472816E-06 -1.3149990E-05
 -2.5924208E-05  3.3229253E-06 -1.3977004E-05
 -2.6633432E-05  3.4936540E-06 -1.4849184E-05
 -2.7343143E-05  3.6577728E-06 -1.5767881E-05
 -2.8048489E-05  3.8128294E-06 -1.6732754E-05
 -2.8745311E-05  3.9565125E-06 -1.7743911E-05
 -2.9428827E-05  4.0862583E-06 -1.8800896E-05
 -3.0092015E-05  4.1988774E-06 -1.9901318E-05
 -3.0729010E-05  4.2914457E-06 -2.1043288E-05
 -3.1331849E-05  4.3605219E-06 -2.2222859E-05
 -3.1892207E-05  4.4026151E-06 -2.3435201E-05
 -3.2400872E-05  4.4141279E-06 -2.4673936E-05
 -3.2847820E-05  4.3914420E-06 -2.5931025E-05
 -3.3222299E-05  4.3310311E-06 -2.7196533E-05
 -3.3512821E-05  4.2295683E-06 -2.8458415E-05
 -3.3707209E-05  4.0840969E-06 -2.9702140E-05
 -3.3793411E-05  3.8922039E-06 -3.0911531E-05
 -3.3758773E-05  3.6523797E-06 -3.2066418E-05
 -3.3591641E-05  3.3640001E-06 -3.3145760E-05
 -3.3279488E-05  3.0278106E-06 -3.4123874E-05
 -3.2812179E-05  2.6461266E-06 -3.4974208E-05
 -3.2181062E-05  2.2230784E-06 -3.5667985E-05
 -3.1378480E-05  1.7651276E-06 -3.6173104E-05
 -3.0400679E-05  1.2809695E-06 -3.6457859E-05
 -2.9246583E-05  7.8178033E-07 -3.6489695E-05
 -2.7919830E-05  2.8185823E-07 -3.6236481E-05
 -2.6428013E-05 -2.0239904E-07 -3.5668530E-05
 -2.4783214E-05 -6.5162067E-07 -3.4758243E-05
 -2.3003300E-05 -1.0446214E-06 -3.3483724E-05
 -2.1111153E-05 -1.3585782E-06 -3.1829037E-05
 -1.9134297E-05 -1.5694504E-06 -2.9785462E-05
 -1.7105000E-05 -1.6535619E-06 -2.7353770E-05
 -1.5058392E-05 -1.5878783E-06 -2.4543942E-05
 -1.3033749E-05 -1.3519470E-06 -2.1378812E-05
 -1.1069706E-05 -9.2837030E-07 -1.7889857E-05
 -9.2072005E-06 -3.0494576E-07 -1.4124267E-05
 -7.4777286E-06  5.2730473E-07 -1.0125517E-05
 -5.9175550E-06  1.5686697E-06 -5.9604708E-06
 -4.5543461E-06  2.8138168E-06 -1.6960504E-06
 -3.4093193E-06  4.2508764E-06  2.5972804E-06
 -2.4965880E-06  5.8607657E-06  6.8462837E-06
 -1.8232823E-06  7.6179886E-06  1.0976356E-05
 -1.3852459E-06  9.4961724E-06  1.4931404E-05
 -1.1749826E-06  1.1461135E-05  1.8646650E-05
 -1.1768790E-06  1.3477929E-05  2.2071205E-05
 -1.3698302E-06  1.5510881E-05  2.5164147E-05
 -1.7278260E-06  1.7524251E-05  2.7893915E-05
 -2.2240777E-06  1.9486823E-05  3.0245064E-05
 -2.8286734E-06  2.1367565E-05  3.2206844E-05
 -3.5121200E-06  2.3140330E-05  3.3780652E-05
 -4.2460069E-06  2.4783405E-05  3.4976641E-05
 -5.0029585E-06  2.6280868E-05  3.5814664E-05
 -5.7613602E-06  2.7618678E-05  3.6314068E-05
 -6.4996520E-06  2.8789851E-05  3.6504272E-05
 -7.2007342E-06  2.9790948E-05  3.6415942E-05
 -7.8524527E-06  3.0627722E-05  3.6084995E-05
 -8.4415860E-06  3.1292817E-05  3.5536417E-05
 -8.9624273E-06  3.1801137E-05  3.4810993E-05
 -9.4107891E-06  3.2155145E-05  3.3930242E-05
 -9.7845732E-06  3.2367625E-05  3.2927546E-05
 -1.0083932E-05  3.2449625E-05  3.1829528E-05
 -1.0310694E-05  3.2412816E-05  3.0660271E-05
 -1.0468983E-05  3.2273096E-05  2.9446210E-05
 -1.0561143E-05  3.2034524E-05  2.8196169E-05
 -1.0592801E-05  3.1712523E-05  2.6931408E-05
 -1.0569221E-05  3.1318221E-05  2.5665793E-05
 -1.0495884E-05  3.0862091E-05  2.4410896E-05
 -1.0379918E-05  3.0358051E-05  2.3180637E-05
 -1.0223658E-05  2.9806781E-05  2.1973774E-05
 -1.0033861E-05  2.9220637E-05  2.0800893E-05
 -1.9594530E-05  1.4412318E-06 -7.0085553E-06
 -2.0216845E-05  1.6113563E-06 -7.4738336E-06
 -2.0859648E-05  1.7873891E-06 -7.9708443E-06
 -2.1522228E-05  1.9687766E-06 -8.5012234E-06
 -2.2205080E-05  2.1553751E-06 -9.0673793E-06
 -2.2906974E-05  2.3463458E-06 -9.6710010E-06
 -2.3627912E-05  2.5412962E-06 -1.0314436E-05
 -2.4367328E-05  2.7395138E-06 -1.1000056E-05
 -2.5123300E-05  2.9397740E-06 -1.1729529E-05
 -2.5895175E-05  3.1412158E-06 -1.2505432E-05
 -2.6680253E-05  3.3422214E-06 -1.3329232E-05
 -2.7476650E-05  3.5413659E-06 -1.4203023E-05
 -2.8282046E-05  3.7369846E-06 -1.5128760E-05
 -2.9091967E-05  3.9266638E-06 -1.6107122E-05
 -2.9903751E-05  4.1084622E-06 -1.7139782E-05
 -3.0711541E-05  4.2793990E-06 -1.8226450E-05
 -3.1510372E-05  4.4366743E-06 -1.9367299E-05
 -3.2294458E-05  4.5771594E-06 -2.0561791E-05
 -3.3055610E-05  4.6970845E-06 -2.1807233E-05
 -3.3786288E-05  4.7927820E-06 -2.3101076E-05
 -3.4477151E-05  4.8601687E-06 -2.4438765E-05
 -3.5117973E-05  4.8950069E-06 -2.5814321E-05
 -3.5697401E-05  4.8929501E-06 -2.7219821E-05
 -3.6203299E-05  4.8497050E-06 -2.8645281E-05
 -3.6622190E-05  4.7610511E-06 -3.0078176E-05
 -3.6940721E-05  4.6231812E-06 -3.1504216E-05
 -3.7143102E-05  4.4326816E-06 -3.2904329E-05
 -3.7215301E-05  4.1870562E-06 -3.4258639E-05
 -3.7141126E-05  3.8848298E-06 -3.5541700E-05
 -3.6905876E-05  3.5259020E-06 -3.6726349E-05
 -3.6497062E-05  3.1120762E-06 -3.7782724E-05
 -3.5900972E-05  2.6472446E-06 -3.8675757E-05
 -3.5108318E-05  2.1376486E-06 -3.9370232E-05
 -3.4111163E-05  1.5926835E-06 -3.9826846E-05
 -3.2906526E-05  1.0246154E-06 -4.0006908E-05
 -3.1495842E-05  4.4896296E-07 -3.9871727E-05
 -2.9885015E-05 -1.1502588E-07 -3.9382907E-05
 -2.8086286E-05 -6.4543406E-07 -3.8506372E-05
 -2.6119240E-05 -1.1168848E-06 -3.7213216E-05
 -2.4008701E-05 -1.5022435E-06 -3.5481098E-05
 -2.1786283E-05 -1.7729119E-06 -3.3296779E-05
 -1.9489224E-05 -1.8996460E-06 -3.0657546E-05
 -1.7159808E-05 -1.8545508E-06 -2.7573173E-05
 -1.4843711E-05 -1.6120725E-06 -2.4066367E-05
 -1.2588558E-05 -1.1505490E-06 -2.0174104E-05
 -1.0441119E-05 -4.5361955E-07 -1.5944992E-05
 -8.4468229E-06  4.8812512E-07 -1.1442055E-05
 -6.6468542E-06  1.6763386E-06 -6.7386122E-06
 -5.0785006E-06  3.1027726E-06 -1.9224751E-06
 -3.7618265E-06  4.7557442E-06  2.9353059E-06
 -2.7175752E-06  6.6109446E-06  7.7410241E-06
 -1.9534932E-06  8.6374384E-06  1.2408483E-05
 -1.4672539E-06  1.0800317E-05  1.6860442E-05
 -1.2477846E-06  1.3055655E-05  2.1018815E-05
 -1.2747286E-06  1.5365113E-05  2.4834882E-05
 -1.5224861E-06  1.7683382E-05  2.8256120E-05
 -1.9598369E-06  1.9968304E-05  3.1248794E-05
 -2.5523980E-06  2.2180562E-05  3.3792825E-05
 -3.2644186E-06  2.4285011E-05  3.5881229E-05
 -4.0591503E-06  2.6252043E-05  3.7520120E-05
 -4.9053797E-06  2.8057038E-05  3.8723392E-05
 -5.7708844E-06  2.9681651E-05  3.9515213E-05
 -6.6282737E-06  3.1113519E-05  3.9926112E-05
 -7.4542518E-06  3.2345855E-05  3.9991261E-05
 -8.2291654E-06  3.3379532E-05  3.9753024E-05
 -8.9398527E-06  3.4212513E-05  3.9242441E-05
