000001 -0.72981E+01  0.64750E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000002 -0.69123E+01  0.61570E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000003 -0.65264E+01  0.58390E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000004 -0.61406E+01  0.55209E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000005 -0.57548E+01  0.52029E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000006 -0.53690E+01  0.48848E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000007 -0.49832E+01  0.45668E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000008 -0.45974E+01  0.42488E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000009 -0.42116E+01  0.39307E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000010 -0.38258E+01  0.36127E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000011 -0.34399E+01  0.32947E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000012 -0.30541E+01  0.29766E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000013 -0.26683E+01  0.26586E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000014 -0.22825E+01  0.23405E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000015 -0.18967E+01  0.20225E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000016 -0.15109E+01  0.17045E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000017 -0.11251E+01  0.13864E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000018 -0.73926E+00  0.10684E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000019 -0.35344E+00  0.75034E+00  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000020  0.32368E-01  0.43230E+00  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000021  0.41818E+00  0.11426E+00  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000022  0.80399E+00 -0.20378E+00  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000023  0.11898E+01 -0.52182E+00  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000024  0.15756E+01 -0.83986E+00  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000025  0.19614E+01 -0.11579E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000026  0.23472E+01 -0.14759E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000027  0.27331E+01 -0.17940E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000028  0.31189E+01 -0.21120E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000029  0.35047E+01 -0.24301E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000030  0.38905E+01 -0.27481E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000031  0.42763E+01 -0.30661E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000032  0.46621E+01 -0.33842E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000033  0.50479E+01 -0.37022E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000034  0.54337E+01 -0.40202E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000035  0.58196E+01 -0.43383E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000036  0.62054E+01 -0.46563E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
000037  0.65912E+01 -0.49744E+01  0.14741E+02  0.32050E+03  0.87200E+02  0.18000E+03
