36
6.900000000000000000e+01 -2.321199999999999999e-02 1.697299999999999850e-02 2.237999999999999972e-03
1.800000000000000000e+02 -2.205900000000000222e-02 1.779299999999999979e-02 -1.737000000000000046e-03
2.049000000000000057e+02 -2.275199999999999792e-02 1.725300000000000097e-02 -4.940000000000001898e-04
2.400000000000000000e+02 -2.318199999999999775e-02 1.754100000000000104e-02 4.410000000000000942e-04
2.896999999999999886e+02 -2.387500000000000039e-02 1.753899999999999904e-02 1.549999999999998102e-04
3.600000000000000000e+02 -2.445299999999999904e-02 1.786000000000000087e-02 6.219999999999999401e-04
4.593999999999999773e+02 -2.453699999999999978e-02 1.890000000000000013e-02 2.240000000000002135e-04
6.000000000000000000e+02 -2.465700000000000183e-02 1.889099999999999807e-02 5.400000000000000069e-04
7.987999999999999545e+02 -2.390600000000000017e-02 1.937299999999999786e-02 1.002000000000000069e-03
1.080000000000000000e+03 -2.516100000000000281e-02 1.850399999999999961e-02 3.220000000000000748e-04
1.477599999999999909e+03 -2.691800000000000095e-02 1.972099999999999895e-02 3.799999999999981236e-05
2.040000000000000000e+03 -2.853500000000000134e-02 2.081199999999999717e-02 4.499999999999999877e-04
2.835300000000000182e+03 -2.967600000000000099e-02 2.245100000000000220e-02 7.520000000000000642e-04
3.960000000000000000e+03 -2.980300000000000310e-02 2.284199999999999772e-02 -7.309999999999998790e-04
5.550600000000000364e+03 -2.934600000000000056e-02 2.423099999999999907e-02 -3.066000000000000149e-03
7.800000000000000000e+03 -2.732599999999999960e-02 2.622000000000000025e-02 -4.699999999999999317e-03
1.098120000000000073e+04 -2.983900000000000094e-02 2.773099999999999871e-02 -6.022000000000000443e-03
1.548000000000000000e+04 -3.177300000000000263e-02 2.512200000000000197e-02 -6.396000000000000643e-03
2.184229999999999927e+04 -3.480899999999999966e-02 2.357000000000000067e-02 -5.478999999999999496e-03
3.084000000000000000e+04 -3.525000000000000355e-02 2.297400000000000136e-02 -3.646000000000000369e-03
4.356459999999999854e+04 -3.573300000000000781e-02 2.389399999999999857e-02 -2.237999999999999972e-03
6.156000000000000000e+04 -3.660100000000000159e-02 2.645100000000000229e-02 -9.750000000000000637e-04
8.700930000000000291e+04 -3.835000000000000214e-02 2.853499999999999787e-02 -2.834000000000000147e-03
1.230000000000000000e+05 -3.914700000000000124e-02 3.078699999999999840e-02 -3.217000000000000241e-03
1.738986000000000058e+05 -4.006000000000000533e-02 3.139600000000000030e-02 -2.364999999999999915e-03
2.458800000000000000e+05 -4.252599999999999436e-02 3.372400000000000397e-02 -6.869999999999998937e-04
3.476770999999999767e+05 -4.469899999999999568e-02 3.571400000000000269e-02 -6.989999999999998602e-04
4.916400000000000000e+05 -4.741499999999999881e-02 3.680200000000000138e-02 1.395999999999999889e-03
6.952343000000000466e+05 -4.972900000000000237e-02 3.680599999999999844e-02 3.374999999999999962e-03
9.831600000000000000e+05 -5.246399999999999675e-02 3.831199999999999883e-02 4.452000000000000228e-03
1.390348500000000000e+06 -5.565099999999999908e-02 4.021599999999999481e-02 4.134999999999999787e-03
1.966200000000000000e+06 -5.826200000000000129e-02 4.260400000000000298e-02 2.351000000000000225e-03
2.780577000000000000e+06 -6.140900000000000525e-02 4.507399999999999601e-02 9.490000000000000822e-04
3.932280000000000000e+06 -6.451000000000001178e-02 4.716599999999999959e-02 4.530000000000000606e-04
5.561034000000000000e+06 -6.797300000000000564e-02 4.968999999999999806e-02 -2.599999999999980189e-05
7.864440000000000000e+06 -7.137399999999999300e-02 5.197299999999999837e-02 -9.940000000000003087e-04

1
6.900000000000000000e+01 -4.075000000000000497e-03 1.467500000000000054e-02 2.520000000000000104e-03

36
6.900000000000000000e+01 2.324999999999999983e-02 -1.282300000000000106e-02 -2.742999999999999779e-03
1.800000000000000000e+02 2.380200000000000024e-02 -1.306799999999999976e-02 -5.973000000000000011e-03
2.049000000000000057e+02 2.596600000000000297e-02 -1.153500000000000011e-02 -6.173000000000000535e-03
2.400000000000000000e+02 2.864799999999999985e-02 -8.940000000000001765e-03 -4.736999999999999891e-03
2.896999999999999886e+02 3.031999999999999973e-02 -7.817000000000001031e-03 -4.716000000000000573e-03
3.600000000000000000e+02 2.987199999999999925e-02 -8.866000000000000617e-03 -4.864000000000000268e-03
4.593999999999999773e+02 2.768200000000000174e-02 -1.015700000000000110e-02 -4.584999999999999666e-03
6.000000000000000000e+02 2.629500000000000240e-02 -1.191900000000000077e-02 -3.759999999999999887e-03
7.987999999999999545e+02 2.691500000000000142e-02 -1.182600000000000144e-02 -3.817000000000000080e-03
1.080000000000000000e+03 2.753799999999999998e-02 -1.258399999999999970e-02 -3.654000000000000130e-03
1.477599999999999909e+03 2.894899999999999904e-02 -1.226999999999999966e-02 -5.135999999999999073e-03
2.040000000000000000e+03 2.935800000000000215e-02 -1.294800000000000118e-02 -6.300000000000000044e-03
2.835300000000000182e+03 2.991100000000000356e-02 -1.233800000000000174e-02 -6.768000000000000578e-03
3.960000000000000000e+03 3.042900000000000119e-02 -1.157700000000000048e-02 -5.805000000000000264e-03
5.550600000000000364e+03 2.968200000000000352e-02 -1.149800000000000127e-02 -3.739000000000000136e-03
7.800000000000000000e+03 2.884600000000000011e-02 -1.257200000000000158e-02 -4.055999999999999710e-03
1.098120000000000073e+04 2.860400000000000095e-02 -1.419300000000000249e-02 -5.139999999999999604e-03
1.548000000000000000e+04 3.038300000000000028e-02 -1.621000000000000218e-02 -7.205000000000000467e-03
2.184229999999999927e+04 3.248700000000000199e-02 -1.648900000000000018e-02 -7.986000000000000043e-03
3.084000000000000000e+04 3.400299999999999850e-02 -1.641400000000000151e-02 -7.739000000000001087e-03
4.356459999999999854e+04 3.462100000000000594e-02 -1.569399999999999962e-02 -5.807000000000000529e-03
6.156000000000000000e+04 3.476200000000000123e-02 -1.631600000000000064e-02 -5.224000000000000345e-03
8.700930000000000291e+04 3.598600000000000410e-02 -1.670699999999999963e-02 -5.608000000000001005e-03
1.230000000000000000e+05 3.714699999999999946e-02 -1.759200000000000000e-02 -5.686000000000000082e-03
1.738986000000000058e+05 3.920300000000000173e-02 -1.888500000000000248e-02 -6.034000000000000301e-03
2.458800000000000000e+05 4.096999999999999947e-02 -1.994699999999999945e-02 -5.458000000000000178e-03
3.476770999999999767e+05 4.239699999999999719e-02 -2.159900000000000014e-02 -5.140999999999999737e-03
4.916400000000000000e+05 4.383800000000000197e-02 -2.270499999999999949e-02 -3.714999999999999986e-03
6.952343000000000466e+05 4.558000000000000246e-02 -2.466199999999999989e-02 -2.513000000000000043e-03
9.831600000000000000e+05 4.745800000000000018e-02 -2.631999999999999965e-02 -1.790000000000000141e-03
1.390348500000000000e+06 4.983300000000000229e-02 -2.867800000000000210e-02 -8.530000000000000256e-04
